source,Key,State,Marketed By,Brand,Item Code,Item Name,System MRP,MRP by Vendor,GKM (TOT Margin),GRN Margin,April invoice Landing,April Offer %,April Offer Rs.,April Final Landing,Promo Type,Category,Sub Category,Leaf Category,Apr 26 invoice Landing,Apr 26 Offer %,Apr 26 Offer Rs.,Apr 26 Final Landing,Offer Link,On Pack Selling Price,KEY,STATE,MRP,% Offer,Rs.Offer,Promo Per Unit,FINAL OFFER VALUE,LATEST INWARD COST,OFF INVOICE ADJUSTED COST
FMCGF,CG95028,CG,Sona Biscuits Ltd.,Sobisco,95028,SOBISCO JEERA Cream Cracker Sugar Free Biscuits 250 gm,,40,25.00%,30.00%,30,5%,2,28,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95034,CG,Sona Biscuits Ltd.,Sobisco,95034,SOBISCO Lemon puff cream biscuits 125 g,,20,25.00%,30.00%,15,5%,1,14,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG13310,CG,Sona Biscuits Ltd.,Sobisco,13310,SOBISCO Original MARIE Biscuit 235 GM,,30,25.00%,30.00%,22.5,5%,1.5,21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG4871,CG,Sona Biscuits Ltd.,Sobisco,4871,"Sobisco Sona Biscuit
 Marie More Tasty More
 Crispy Marie 300 g",,40,25.00%,30.00%,30,5%,2,28,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102464,CG,Sona Biscuits Ltd.,Sobisco,102464,SOBISCO Original marie biscuits 395 g,,50,25.00%,30.00%,37.5,5%,2.5,35,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95035,CG,Sona Biscuits Ltd.,Sobisco,95035,SOBISCO Orange puff cream biscuits 125 g,,20,25.00%,30.00%,15,5%,1,14,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95033,CG,Sona Biscuits Ltd.,Sobisco,95033,SOBISCO Orange treat biscuits 200 g,,30,25.00%,32.00%,22.5,7%,2.1,20.4,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95031,CG,Sona Biscuits Ltd.,Sobisco,95031,SOBISCO Premium Coconut crunchy biscuits 200 g,,40,25.00%,30.00%,30,5%,2,28,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG4872,CG,Sona Biscuits Ltd.,Sobisco,4872,SOBISCO Prime time biscuits 378 g,,50,25.00%,30.00%,37.5,5%,2.5,35,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95039,CG,Sona Biscuits Ltd.,Sobisco,95039,SOBISCO Chocolate slice cake 115 g,,40,25.00%,40.00%,30,15%,6,24,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95040,CG,Sona Biscuits Ltd.,Sobisco,95040,SOBISCO Mixed fruit slice cake 115 g,,40,25.00%,40.00%,30,15%,6,24,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95037,CG,Sona Biscuits Ltd.,Sobisco,95037,SOBISCO Strawberry puff cream biscuits 125 g,,20,25.00%,30.00%,15,5%,1,14,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102472,CG,Sona Biscuits Ltd.,Sobisco,102472,SWISS ROLL Chocolate Vanilla 100 g,,60,25.00%,40.00%,45,15%,9,36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102471,CG,Sona Biscuits Ltd.,Sobisco,102471,SWISS ROLL Vanilla Stwabwerry 100 g,,60,25.00%,40.00%,45,15%,9,36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100638,CG,Sona Biscuits Ltd.,Sobisco,100638,SOBISCO Premium Rusk Butter Toast 180 gm,,30,25.00%,30.00%,22.5,5%,1.5,21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100636,CG,Sona Biscuits Ltd.,Sobisco,100636,SOBISCO Premium Rusk Elaichi Toast 180 gm,,30,25.00%,30.00%,22.5,5%,1.5,21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100637,CG,Sona Biscuits Ltd.,Sobisco,100637,SOBISCO Premium Rusk Milky Toast 180 gm,,30,25.00%,30.00%,22.5,5%,1.5,21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95027,CG,Sona Biscuits Ltd.,Sobisco,95027,SOBISCO Top Butter Biscuits 195 gm,,30,25.00%,30.00%,22.5,5%,1.5,21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG2792,CG,Lotte India Corporation Limited,Lotte,2792,LOTTE CHOCOPIE 336g ( 12 Pk ),,160,25%,35.00%,120,10.00%,16,104,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG68863,CG,Lotte India Corporation Limited,Lotte,68863,LOTTE CHOCOPIE GIFT PACK 504g ( 18 Pk ),,205,25%,34.76%,153.75,9.76%,20.01,133.74,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG101912,CG,Lotte India Corporation Limited,Lotte,101912,LOTTE RICH COCA PIE CHO BIS(12X25G,,169,25%,43.93%,126.75,18.93%,31.99,94.76,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG89063,CG,Lotte India Corporation Limited,Lotte,89063,LOTTE RL ORANGE CHOCOPIE(12N*28G),,160,25%,42.50%,120,17.50%,28,92,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG88208,CG,Lotte India Corporation Limited,Lotte,88208,LOTTE FRUTOPIE 276g(12 Pk),,160,25%,42.50%,120,17.50%,28,92,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG10050,CG,Lotte India Corporation Limited,Lotte,10050,CoffyBiteClassic 175+ 15g,,50,25%,33.00%,37.5,8.00%,4,33.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG10051,CG,Lotte India Corporation Limited,Lotte,10051,CoffyBiteClassic 385+33g,,100,25%,33.00%,75,8.00%,8,67,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103210,CG,Lotte India Corporation Limited,Lotte,103210,Lotte pepero orginal sticks 30gm,,45,25%,35.00%,33.75,10.00%,4.5,29.25,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103211,CG,Lotte India Corporation Limited,Lotte,103211,Lotte pepero crunchy sticks 39gm,,62,25%,35.00%,46.5,10.00%,6.2,40.3,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95653,CG,Emery Foods,Panda Treats,95653,Panda Treats Hakka Plain Noodles 1.2 kg,,180,25%,42.00%,135,17%,30.6,104.4,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95656,CG,Emery Foods,Panda Treats,95656,Panda Treats Pasta Spiral 1kg,,95,25%,35.00%,71.25,10%,9.5,61.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95657,CG,Emery Foods,Panda Treats,95657,Panda Treats Macaroni 1kg,,95,25%,35.00%,71.25,10%,9.5,61.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95658,CG,Emery Foods,Panda Treats,95658,Panda Treats Plain Vermicelli 400g,,50,25%,40.00%,37.5,15%,7.5,30,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95659,CG,Emery Foods,Panda Treats,95659,Panda Treats Roasted Vermicelli 400g,,58,25%,40.00%,43.5,15%,8.7,34.8,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95660,CG,Emery Foods,Panda Treats,95660,Panda Treats 3D Papad 1kg,,100,25%,35.00%,75,10%,10,65,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95651,CG,Emery Foods,Panda Treats,95651,Panda Treats Hakka Plain Noodles 200 g,,32,25%,35.00%,24,10%,3.2,20.8,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95652,CG,Emery Foods,Panda Treats,95652,Panda Treats Hakka Masala Noodles 400 g,,70,25%,45.00%,52.5,20%,14,38.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95654,CG,Emery Foods,Panda Treats,95654,Panda Treats Egg Hakka Noodles 400g,,70,25%,45.00%,52.5,20%,14,38.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97011,CG,Emery Foods,Panda Treats,97011,Panda Treats Rava/Sooji Hakka Chow Noodles 400g,,80,25%,45.00%,60,20%,16,44,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103868,CG,Keya Foods Pvt Ltd,Keya,103868,RedGreenSoya Sauce 90gx3 KnotPack-75,,69,20%,47.83%,55.2,27.83%,19.2,36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103869,CG,Keya Foods Pvt Ltd,Keya,103869,Dark Soya Sauce 200 g-KF - 60,,55,20%,46.67%,44,26.67%,14.67,29.33,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103870,CG,Keya Foods Pvt Ltd,Keya,103870,Green Chilli Sauce 190g - KF - 60,,55,20%,46.67%,44,26.67%,14.67,29.33,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103871,CG,Keya Foods Pvt Ltd,Keya,103871,Red Chilli Sauce 200 g-KF - 60,,55,20%,46.67%,44,26.67%,14.67,29.33,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103872,CG,Keya Foods Pvt Ltd,Keya,103872,SchezwanChilliGarlicChutney250g-KF-90,,84,20%,46.67%,67.2,26.67%,22.4,44.8,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103873,CG,Keya Foods Pvt Ltd,Keya,103873,Veg Hakka Noodles 450g Pack -110,,100,20%,45.00%,80,25.00%,25,55,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG103874,CG,Keya Foods Pvt Ltd,Keya,103874,Easy Cook Macaroni Pasta 850g -110,,100,20%,28.00%,80,8.00%,8,72,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104142,CG,Sowparnika Retail Pvt Ltd,WellBe,104142,WellBe Khara Chakli 120g,,80,25%,58.00%,60,33%,26.4,33.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104143,CG,Sowparnika Retail Pvt Ltd,WellBe,104143,WellBe Nippatu 120g,,80,25%,58.00%,60,33%,26.4,33.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104144,CG,Sowparnika Retail Pvt Ltd,WellBe,104144,WellBe Bhelpuri 120g,,89,25%,58.00%,66.75,33%,29.37,37.38,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104145,CG,Sowparnika Retail Pvt Ltd,WellBe,104145,WellBe Onion Kodbale 120g,,80,25%,58.00%,60,33%,26.4,33.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104146,CG,Sowparnika Retail Pvt Ltd,WellBe,104146,WellBe Peri Peri Chakli 120g,,89,25%,58.00%,66.75,33%,29.37,37.38,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104147,CG,Sowparnika Retail Pvt Ltd,WellBe,104147,WellBe Achari Murukku 110gm,,89,25%,58.00%,66.75,33%,29.37,37.38,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104148,CG,Sowparnika Retail Pvt Ltd,WellBe,104148,WellBe Onion Pakoda 110gm,,89,25%,58.00%,66.75,33%,29.37,37.38,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104149,CG,Sowparnika Retail Pvt Ltd,WellBe,104149,WellBe Maddur Vada 110gm,,89,25%,58.00%,66.75,33%,29.37,37.38,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104150,CG,Sowparnika Retail Pvt Ltd,WellBe,104150,WellBe Khara Boondi 110gm,,89,25%,58.00%,66.75,33%,29.37,37.38,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104151,CG,Sowparnika Retail Pvt Ltd,WellBe,104151,WellBe Shakkar Para 110g,,89,25%,58.00%,66.75,33%,29.37,37.38,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104152,CG,Sowparnika Retail Pvt Ltd,WellBe,104152,WellBe Peanut Chikki dispenser 200g,,100,25%,50.00%,75,25%,25,50,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104153,CG,Sowparnika Retail Pvt Ltd,WellBe,104153,WellBe Potato Chips Guntur Chilli Masala 80g,,80,25%,58.00%,60,33%,26.4,33.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104154,CG,Sowparnika Retail Pvt Ltd,WellBe,104154,WellBe Potato Chips Himalayan Pink salt 80g,,80,25%,58.00%,60,33%,26.4,33.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104155,CG,Sowparnika Retail Pvt Ltd,WellBe,104155,WellBe Banana Chips Guntur Chilli Masala 80g,,84,25%,58.00%,63,33%,27.72,35.28,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104156,CG,Sowparnika Retail Pvt Ltd,WellBe,104156,WellBe Banana Chips Himalayan Pink salt 80g,,84,25%,58.00%,63,33%,27.72,35.28,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97910,CG,D'lecta Foods,D'lecta,97910,D'LECTA CHEESE SLICES 200G,,180,14.00%,46.00%,154.8,32.00%,57.6,97.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97911,CG,D'lecta Foods,D'lecta,97911,D'LECTA CHEESE SPREAD 150G,,99,14.00%,41.00%,85.14,27.00%,26.73,58.41,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97912,CG,D'lecta Foods,D'lecta,97912,D'LECTA PROCESS CHEESE BLOCK 200 g CBD,,170,14.00%,46.00%,146.2,32.00%,54.4,91.8,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97913,CG,D'lecta Foods,D'lecta,97913,D'LECTA CHEESE CUBES 200G,,165,14.00%,39.00%,141.9,25.00%,41.25,100.65,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97914,CG,D'lecta Foods,D'lecta,97914,Dlecta Cream Cheese 150g,,189,14.00%,21.00%,162.54,7.00%,13.23,149.31,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97915,CG,D'lecta Foods,D'lecta,97915,DLECTA CHEESE FETA 100G PKT,,115,14.00%,21.00%,98.9,7.00%,8.05,90.85,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97916,CG,D'lecta Foods,D'lecta,97916,DLECTA NATURAL CHEDDAR Slices 200 g PCH,,209,14.00%,21.00%,179.74,7.00%,14.63,165.11,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97917,CG,D'lecta Foods,D'lecta,97917,DLECTA 100% MOZZARELLA CHEESE BLOCK 200G,,155,14.00%,39.00%,133.3,25.00%,38.75,94.55,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104303,CG,MasterChow Foods Pvt Ltd,Masterchow,104303,Masterchow Hakka Noodles | 1 kg | Pack of 1,,240,23.00%,59.00%,184.8,36.00%,86.4,98.4,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102975,CG,MasterChow Foods Pvt Ltd,Masterchow,102975,Masterchow Korean Cheese Instant Noodles | 100gm | Pack of 1,,75,23.00%,43.00%,57.75,20.00%,15,42.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102977,CG,MasterChow Foods Pvt Ltd,Masterchow,102977,Masterchow Korean Masala Instant Noodles | 94g | Pack of 1,,75,23.00%,43.00%,57.75,20.00%,15,42.75,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102980,CG,MasterChow Foods Pvt Ltd,Masterchow,102980,Masterchow Red Chilli Sauce | 200gm | Pack of 1,,56,23.00%,40.00%,43.12,17.00%,9.52,33.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102971,CG,MasterChow Foods Pvt Ltd,Masterchow,102971,Masterchow White Vinegar | 170ml | Pack of 1,,60,23.00%,40.00%,46.2,17.00%,10.2,36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102981,CG,MasterChow Foods Pvt Ltd,Masterchow,102981,Masterchow Green Chilli Sauce | 190gm | Pack of 1,,56,23.00%,40.00%,43.12,17.00%,9.52,33.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102982,CG,MasterChow Foods Pvt Ltd,Masterchow,102982,Masterchow Dark Soya Sauce | 210gm | Pack of 1,,56,23.00%,40.00%,43.12,17.00%,9.52,33.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102985,CG,MasterChow Foods Pvt Ltd,Masterchow,102985,Masterchow Chowmein Sauce (Spout) | 120gm | Pack of 1,,69,23.00%,43.00%,53.13,20.00%,13.8,39.33,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG102969,CG,MasterChow Foods Pvt Ltd,Masterchow,102969,Masterchow Hot & Spicy Schezwan Chutney | 250gm | Pack of 1,,98,23.00%,48.00%,75.46,25.00%,24.5,50.96,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104304,CG,MasterChow Foods Pvt Ltd,Masterchow,104304,Masterchow Hakka Noodles | 140g | Pack of 1,,30,23.00%,43.00%,23.1,20%,6,17.1,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG104302,CG,MasterChow Foods Pvt Ltd,Masterchow,104302,Masterchow Sichuan Chilli Oil | 90g | Pack of 1,,149,23.00%,43.00%,114.73,20%,29.8,84.93,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95265,CG,DNV Food Products,DNV,95265,DNV Special Masala Papad 180g,,95,28.00%,38.00%,68.4,10.00%,9.5,58.9,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95290,CG,DNV Food Products,DNV,95290,DNV Punjabi Masala Papad 180,,85,28.00%,38.00%,61.2,10.00%,8.5,52.7,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95270,CG,DNV Food Products,DNV,95270,DNV Appalam 100 g,,50,28.00%,46.00%,36,18.00%,9,27,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95295,CG,DNV Food Products,DNV,95295,DNV Classic Plain Papad 180 g,,75,28.00%,48.00%,54,20.00%,15,39,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95291,CG,DNV Food Products,DNV,95291,DNV Masala Papad 180 g,,75,28.00%,48.00%,54,20.00%,15,39,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG92598,CG,DNV Food Products,DNV,92598,DNV Sabudana Papad 100 g,,50,28.00%,38.00%,36,10.00%,5,31,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95296,CG,DNV Food Products,DNV,95296,DNV Chana Masala Papad 180 g,,85,28.00%,40.00%,61.2,12.00%,10.2,51,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95294,CG,DNV Food Products,DNV,95294,DNV Disco Papad 180 g,,82,28.00%,50.00%,59.04,22.00%,18.04,41,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95266,CG,DNV Food Products,DNV,95266,DNV Premium Red Chilli Pickle 200 g,,84,28.00%,48.00%,60.48,20.00%,16.8,43.68,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG86209,CG,DNV Food Products,DNV,86209,Dnv Mixed Pickle 200g,,60,28.00%,48.00%,43.2,20.00%,12,31.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG67732,CG,DNV Food Products,DNV,67732,DNV Mustard Kasundi 350g,,61,28.00%,40.00%,43.92,12.00%,7.32,36.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95285,CG,DNV Food Products,DNV,95285,DNV Soya Sauce 200 g,,55,28.00%,58.00%,39.6,30.00%,16.5,23.1,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG78769,CG,DNV Food Products,DNV,78769,Dnv Non Fruit Vinegar 670mI,,90,28.00%,61.00%,64.8,33.00%,29.7,35.1,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG92214,CG,DNV Food Products,DNV,92214,DNV Green Chilli Sauce 200 g,,55,28.00%,53.00%,39.6,25.00%,13.75,25.85,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG95267,CG,DNV Food Products,DNV,95267,DNV Red Chilli Sauce 200 g,,55,28.00%,53.00%,39.6,25.00%,13.75,25.85,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG67733,CG,DNV Food Products,DNV,67733,Dnv Mustard Kasundi 670g,,120,28.00%,61.00%,86.4,33.00%,39.6,46.8,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97405,CG,DNV Food Products,DNV,97405,DNV Masala Papad Small 100g,,32,28.00%,38.00%,23.04,10.00%,3.2,19.84,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97399,CG,DNV Food Products,DNV,97399,DNV Garlic Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97400,CG,DNV Food Products,DNV,97400,DNV Green Chilli Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG98595,CG,DNV Food Products,DNV,98595,Dnv Mint Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG98594,CG,DNV Food Products,DNV,98594,Dnv Cumin Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG98596,CG,DNV Food Products,DNV,98596,Dnv Onion Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97402,CG,DNV Food Products,DNV,97402,DNV Red Chilli Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97401,CG,DNV Food Products,DNV,97401,DNV Kasuri Methi Sabudana Papad 70g,,50,28.00%,68.00%,36,40.00%,20,16,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97406,CG,DNV Food Products,DNV,97406,DNV Mango Pickle 200g,,60,28.00%,53.00%,43.2,25.00%,15,28.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97403,CG,DNV Food Products,DNV,97403,DNV Green Chilli Pickle 200g,,60,28.00%,53.00%,43.2,25.00%,15,28.2,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG78768,CG,DNV Food Products,DNV,78768,DNV Non Fruit Vinegar 350ml,,50,28.00%,53.00%,36,25.00%,12.5,23.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97404,CG,DNV Food Products,DNV,97404,DNV Masala Tomato Ketchup 200g,,51,25.00%,50.00%,38.25,25.00%,12.75,25.5,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG3053,CG,Dr Oetker India,Dr Oetker,3053,Veg Mayo Original 875g / 800G,,187,20%,29.09%,149.6,9.09%,17,132.6,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG23607,CG,Dr Oetker India,Dr Oetker,23607,Dr Oetker Funfoods Chocolate Spread 425g/450g,,245,20%,24.08%,196,4.08%,10,186,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG90590,CG,Dr Oetker India,Dr Oetker,90590,Kuppies Butter Almond Cake 125g,,53,18%,29.00%,43.46,11%,5.83,37.63,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG90850,CG,Dr Oetker India,Dr Oetker,90850,Kuppies Banana Walnut Cake 125g,,53,18%,29.00%,43.46,11%,5.83,37.63,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG90591,CG,Dr Oetker India,Dr Oetker,90591,Kuppies Fruit & Nut Cake 125g,,53,18%,29.00%,43.46,11%,5.83,37.63,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG90589,CG,Dr Oetker India,Dr Oetker,90589,Kuppies Marble Cake 125g,,53,18%,29.00%,43.46,11%,5.83,37.63,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100779,CG,Dr Oetker India,Dr Oetker,100779,Dr. Oetker Soft Waffles | Chocolate | 180g | Pack of 1,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100780,CG,Dr Oetker India,Dr Oetker,100780,Dr. Oetker Kuppies Waffles Vanilla 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100781,CG,Dr Oetker India,Dr Oetker,100781,Dr. Oetker Kuppies Waffles Orange 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100782,CG,Dr Oetker India,Dr Oetker,100782,Dr. Oetker Kuppies Waffles Strawberry 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100783,CG,Dr Oetker India,Dr Oetker,100783,Dr. Oetker Kuppies Waffles Apple Cinnamon 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG100784,CG,Dr Oetker India,Dr Oetker,100784,Dr. Oetker Kuppies Waffles Fruity Bits 180g,,88,18%,28.00%,72.16,10%,8.8,63.36,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97135,CG,Shakun Ayurved Pvt. Ltd,Only,97135,On1y Anardana Goli 180g,,159,34.00%,59.00%,104.94,25.00%,39.75,65.19,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG17963,CG,Shakun Ayurved Pvt. Ltd,Only,17963,On1y Imli Goli 115g,,135,34.00%,54.00%,89.1,20.00%,27,62.1,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG97136,CG,Shakun Ayurved Pvt. Ltd,Only,97136,On1y Jeera Goli 200g,,149,34.00%,59.00%,98.34,25.00%,37.25,61.09,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG14152,CG,Puramate India Pvt. Ltd,Puramate,14152,Puramate Icing Sugar 100g,,30,30%,50.00%,21,20%,6,15,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG68565,CG,Puramate India Pvt. Ltd,Puramate,68565,Puramate Bread Crumbs 75g,,60,30%,35.00%,42,5%,3,39,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG69031,CG,Puramate India Pvt. Ltd,Puramate,69031,Puramate Red Liquid Food Colour Bottle 30ml,,35,30%,45.00%,24.5,15%,5.25,19.25,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG69038,CG,Puramate India Pvt. Ltd,Puramate,69038,Puramate Vanilla Culinary Essence Bottle | 30ml | Pack of 1,,35,30%,40.00%,24.5,10%,3.5,21,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG69040,CG,Puramate India Pvt. Ltd,Puramate,69040,Puramate Whipped Cream Vanilla Powder 100g,,120,30%,35.00%,84,5%,6,78,OFF Invoice,,,,,,,,,,,,,,,,,,
FMCGF,CG69915,CG,Puramate India Pvt. Ltd,Puramate,69915,Puramate Tooty Fruity Mix 100g,,45,30%,35.00%,31.5,5%,2.25,29.25,OFF Invoice,,,,,,,,,,,,,,,,,,
