source,Key,State,Marketed By,Brand,Item Code,Item Name,System MRP,MRP by Vendor,GKM (TOT Margin),GRN Margin,April invoice Landing,April Offer %,April Offer Rs.,April Final Landing,Promo Type,Category,Sub Category,Leaf Category,Apr 26 invoice Landing,Apr 26 Offer %,Apr 26 Offer Rs.,Apr 26 Final Landing,Offer Link,On Pack Selling Price,KEY,STATE,MRP,% Offer,Rs.Offer,Promo Per Unit,FINAL OFFER VALUE,LATEST INWARD COST,OFF INVOICE ADJUSTED COST
STPLS,,,Tata consumer products,,16621,Tata Sampann Unpolished Kala Chana 500g,,,,,,,,,,,,,,,,,,,JH16621,JH,73,6.00%,,,4.38,54.385,50.005
STPLS,,,Tata consumer products,,13905,Tata Sampann Unpolished Moong Dal 500g,,,,,,,,,,,,,,,,,,,JH13905,JH,107,6.00%,,,6.42,79.715,73.295
STPLS,,,Tata consumer products,,2653,PULSES_MOONG DAL_1KG,,,,,,,,,,,,,,,,,,,JH2653,JH,,6.00%,,,,,
STPLS,,,Tata consumer products,,2652,PULSES_MASOOR DAL_1KG,,,,,,,,,,,,,,,,,,,JH2652,JH,,6.00%,,,,,
STPLS,,,Indian Products,,104859,On1y Peri Peri Cheese Mix 130g,,,,,,,,,,,,,,,,,,,JH104859,JH,159,30.00%,,,47.7,111.3,63.6
STPLS,,,Indian Products,,104860,On1y Pop Corn Cheese Mix 130g,,,,,,,,,,,,,,,,,,,JH104860,JH,149,30.00%,,,44.7,104.297,59.597
STPLS,,,Indian Products,,104861,On1y Garlic Herb Cheese Mix 130g,,,,,,,,,,,,,,,,,,,JH104861,JH,149,30.00%,,,44.7,104.297,59.597
STPLS,,,Indian Products,,104862,On1y Kings Mix 5 in 1 200g (Pet),,,,,,,,,,,,,,,,,,,JH104862,JH,280,30.00%,,,84,196.004,112.004
STPLS,,,Indian Products,,97137,On1y Rajwadi Mixture 170g,,,,,,,,,,,,,,,,,,,JH97137,JH,199,25.00%,,,49.75,131.334,81.584
STPLS,,,Indian Products,,23501,On1y Oregano Herbs 10g,,,,,,,,,,,,,,,,,,,JH23501,JH,99,25.00%,,,24.75,69.3,44.55
STPLS,,,Indian Products,,16840,On1y Chilli Flakes 34g,,,,,,,,,,,,,,,,,,,JH16840,JH,99,20.00%,,,19.8,69.3,49.5
STPLS,,,Indian Products,,14440,On1y Pasta Seasoning 30g,,,,,,,,,,,,,,,,,,,JH14440,JH,99,20.00%,,,19.8,69.3,49.5
STPLS,,,Indian Products,,14483,On1y Pink Salt Powder 1 kg,,,,,,,,,,,,,,,,,,,JH14483,JH,119,20.00%,,,23.8,89.25,65.45
STPLS,,,Indian Products,,16767,On1y Mixed Herbs 14g,,,,,,,,,,,,,,,,,,,JH16767,JH,109,20.00%,,,21.8,76.303,54.503
STPLS,,,Indian Products,,97138,On1y Madrasi Saunf 150g,,,,,,,,,,,,,,,,,,,JH97138,JH,159,25.00%,,,39.75,104.937,65.187
STPLS,,,Indian Products,,97133,On1y Low Sodium Garam Masala 100g,,,,,,,,,,,,,,,,,,,JH97133,JH,149,25.00%,,,37.25,111.752,74.502
STPLS,,,Indian Products,,97134,On1y Low Sodium Fruit Chaat Masala 150g,,,,,,,,,,,,,,,,,,,JH97134,JH,149,25.00%,,,37.25,111.741,74.491
STPLS,,,Indian Products,,100645,ON1Y PIRI PIRI MIX 80G,,,,,,,,,,,,,,,,,,,JH100645,JH,119,20.00%,,,23.8,83.296,59.496
STPLS,,,Indian Products,,100622,ON1Y PINK SALT 500G,,,,,,,,,,,,,,,,,,,JH100622,JH,89,15.00%,,,13.35,66.75,53.4
STPLS,,,Sunrise Foods,,32957,Sunrise Garam Masala Powder 50g,,,,,,,,,,,,,,,,,,,JH32957,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,2568,Sunrise Meat Masala Blended 50g,,,,,,,,,,,,,,,,,,,JH2568,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,2569,Sunrise Biryani Masala 25g,,,,,,,,,,,,,,,,,,,JH2569,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,2567,Sunrise Pure Chicken Curry Masala 50g,,,,,,,,,,,,,,,,,,,JH2567,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,43115,Sunrise Shorshe Posto,,,,,,,,,,,,,,,,,,,JH43115,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,30791,Sunrise Pure Sabji Masala 50g,,,,,,,,,,,,,,,,,,,JH30791,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,68699,Sunrise Pure Aloo Dum Masala 50g,,,,,,,,,,,,,,,,,,,JH68699,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,3041,Sunrise Pure Tadka Masala 50g,,,,,,,,,,,,,,,,,,,JH3041,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,16429,Sunrise Pure Chana Masala 50g,,,,,,,,,,,,,,,,,,,JH16429,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,28101,Sunrise Pure Chaat Masala 50g,,,,,,,,,,,,,,,,,,,JH28101,JH,,5.00%,,,,,
STPLS,,,Sunrise Foods,,17444,Sunrise Pure Masala Paneer Butter 50g,,,,,,,,,,,,,,,,,,,JH17444,JH,,5.00%,,,,,
STPLS,,,JK Spices & Food Products,,95822,JK ALOO DUM MASALA POWDER 50G,,,,,,,,,,,,,,,,,,,JH95822,JH,,15.00%,,,,,
STPLS,,,JK Spices & Food Products,,95823,JK BIRYANI MASALA POWDER 50G,,,,,,,,,,,,,,,,,,,JH95823,JH,,15.00%,,,,,
STPLS,,,JK Spices & Food Products,,95824,JK CHAT MASALA 100G,,,,,,,,,,,,,,,,,,,JH95824,JH,,15.00%,,,,,
STPLS,,,JK Spices & Food Products,,95825,JK CHHOLE MASALA 50G,,,,,,,,,,,,,,,,,,,JH95825,JH,,15.00%,,,,,
STPLS,,,JK Spices & Food Products,,95826,JK CURRY POWDER 50G,,,,,,,,,,,,,,,,,,,JH95826,JH,,15.00%,,,,,
STPLS,,,JK Spices & Food Products,,95837,JK DHANIYA POWDER POUCH 100G,,,,,,,,,,,,,,,,,,,JH95837,JH,,10.00%,,,,,
STPLS,,,JK Spices & Food Products,,95834,JK DRY MANGO POWDER 50G,,,,,,,,,,,,,,,,,,,JH95834,JH,,5.00%,,,,,
STPLS,,,JK Spices & Food Products,,95846,JK ELAICHI GREEN (SMALL) POUCH 25G,,,,,,,,,,,,,,,,,,,JH95846,JH,,3.00%,,,,,
STPLS,,,JK Spices & Food Products,,95840,JK HALDI POWDER POUCH 100G,,,,,,,,,,,,,,,,,,,JH95840,JH,,10.00%,,,,,
STPLS,,,JK Spices & Food Products,,95828,JK JEERA POWDER POUCH 100G,,,,,,,,,,,,,,,,,,,JH95828,JH,,10.00%,,,,,
STPLS,,,JK Spices & Food Products,,68662,JK JEERA WHOLE POUCH 100G,,,,,,,,,,,,,,,,,,,JH68662,JH,,12.00%,,,,,
STPLS,,,JK Spices & Food Products,,68663,JK JEERA WHOLE POUCH 50G,,,,,,,,,,,,,,,,,,,JH68663,JH,,12.00%,,,,,
STPLS,,,JK Spices & Food Products,,102025,JK KASHMIRI MIRCH POWDER 100G,,,,,,,,,,,,,,,,,,,JH102025,JH,,5.00%,,,,,
STPLS,,,JK Spices & Food Products,,102026,JK KASHMIRI MIRCH POWDER 50G,,,,,,,,,,,,,,,,,,,JH102026,JH,,5.00%,,,,,
STPLS,,,JK Spices & Food Products,,95829,JK KITCHEN KING MASALA POWDER 50G,,,,,,,,,,,,,,,,,,,JH95829,JH,,15.00%,,,,,
STPLS,,,Aniket Food Products,,951,Anik Ghee Tetra Pack 1 Ltr,,,,,,,,,,,,,,,,,,,CG951,CG,775,,15,,15,693.861,678.861
STPLS,,,Aniket Food Products,,952,Anik Ghee 500ml,,,,,,,,,,,,,,,,,,,CG952,CG,396,,7,,7,354.543,347.543
STPLS,,,Aniket Food Products,,11648,Anik Ghee 200ml,,,,,,,,,,,,,,,,,,,CG11648,CG,160,,3,,3,143.252,140.252
STPLS,,,Bambino Agro Industries,,13297,Bambino Dalia 400g,,,,,,,,,,,,,,,,,,,CG13297,CG,,,1.4,1.4,1.4,,
STPLS,,,Bambino Agro Industries,,101722,Bambino Roasted Dalia 500G,,,,,,,,,,,,,,,,,,,CG101722,CG,,,9,9,9,,
STPLS,,,Bambino Agro Industries,,68159,Bambino Ginger Garlic Paste 200g,,,,,,,,,,,,,,,,,,,CG68159,CG,,,26,26,26,,
STPLS,,,Biswa Bangla Marketing Corporation Ltd,,102686,Biswa Bangla Premium Gobindo Bhog Rice 400g,,,,,,,,,,,,,,,,,,,CG102686,CG,,,44,44,44,,
STPLS,,,Biswa Bangla Marketing Corporation Ltd,,102688,Biswa Bangla Tulaipunji Rice 400g,,,,,,,,,,,,,,,,,,,CG102688,CG,,,50,50,50,,
STPLS,,,Biswa Bangla Marketing Corporation Ltd,,102687,Biswa Bangla Dheki Chata Rice 400g,,,,,,,,,,,,,,,,,,,CG102687,CG,,,60,60,60,,
STPLS,,,DNV Food Products,,95289,DNV Jeera Powder 100 g,,,,,,,,,,,,,,,,,,,CG95289,CG,,30.00%,,25.2,,,
STPLS,,,DNV Food Products,,95264,DNV Whole Jeera 100 g,,,,,,,,,,,,,,,,,,,CG95264,CG,,25.00%,,20,,,
STPLS,,,DNV Food Products,,68020,DNV Poppy Seeds 50g Pouch,,,,,,,,,,,,,,,,,,,CG68020,CG,,12.00%,,18,,,
STPLS,,,DNV Food Products,,95271,DNV Black Pepper 50 g,,,,,,,,,,,,,,,,,,,CG95271,CG,,12.00%,,10.56,,,
STPLS,,,DNV Food Products,,95273,DNV Souff 100 g,,,,,,,,,,,,,,,,,,,CG95273,CG,,15.00%,,9.3,,,
STPLS,,,DNV Food Products,,95277,DNV Cardamon 50 g,,,,,,,,,,,,,,,,,,,CG95277,CG,,20.00%,,70,,,
STPLS,,,DNV Food Products,,95282,DNV Javitri 50 g,,,,,,,,,,,,,,,,,,,CG95282,CG,,10.00%,,28,,,
STPLS,,,DNV Food Products,,95272,DNV Panch Foran 100 g,,,,,,,,,,,,,,,,,,,CG95272,CG,,20.00%,,11.6,,,
STPLS,,,DNV Food Products,,95268,DNV Red Chilli Powder 100 g,,,,,,,,,,,,,,,,,,,CG95268,CG,,12.00%,,6.96,,,
STPLS,,,DNV Food Products,,95274,DNV Hing 50 g,,,,,,,,,,,,,,,,,,,CG95274,CG,,12.00%,,11.4,,,
STPLS,,,DNV Food Products,,95278,DNV Clove 50 g,,,,,,,,,,,,,,,,,,,CG95278,CG,,12.00%,,11.4,,,
STPLS,,,DNV Food Products,,95293,DNV Dry Red Chilli Whole 100 g,,,,,,,,,,,,,,,,,,,CG95293,CG,,12.00%,,7.2,,,
STPLS,,,DNV Food Products,,95281,DNV Garam Masala 50 g,,,,,,,,,,,,,,,,,,,CG95281,CG,,15.00%,,16.5,,,
STPLS,,,DNV Food Products,,95280,DNV Coriander Powder 100 g,,,,,,,,,,,,,,,,,,,CG95280,CG,,15.00%,,5.7,,,
STPLS,,,DNV Food Products,,95276,DNV Ajwain 100 g,,,,,,,,,,,,,,,,,,,CG95276,CG,,12.00%,,7.2,,,
STPLS,,,DNV Food Products,,79016,Dnv Jeera 50g,,,,,,,,,,,,,,,,,,,CG79016,CG,,25.00%,,10,,,
STPLS,,,DNV Food Products,,95275,DNV Sabudana 250 g,,,,,,,,,,,,,,,,,,,CG95275,CG,,15.00%,,7.5,,,
STPLS,,,DNV Food Products,,95292,DNV Kala Jeera 50 g,,,,,,,,,,,,,,,,,,,CG95292,CG,,5.00%,,1.55,,,
STPLS,,,DNV Food Products,,95269,DNV Red Mustard Seed 100 g,,,,,,,,,,,,,,,,,,,CG95269,CG,,10.00%,,2.5,,,
STPLS,,,DNV Food Products,,95279,DNV Dalchini 50 g,,,,,,,,,,,,,,,,,,,CG95279,CG,,20.00%,,8,,,
STPLS,,,DNV Food Products,,78797,DNV Turmeric Powder 100g,,,,,,,,,,,,,,,,,,,CG78797,CG,,15.00%,,6.3,,,
STPLS,,,DNV Food Products,,28934,Dnv Spices Red chilli Powder 50g,,,,,,,,,,,,,,,,,,,CG28934,CG,,12.00%,,3.48,,,
STPLS,,,DNV Food Products,,95284,DNV Tej Patta 50 g,,,,,,,,,,,,,,,,,,,CG95284,CG,,10.00%,,2.2,,,
STPLS,,,DNV Food Products,,95297,DNV Kasuri Methi 25 g,,,,,,,,,,,,,,,,,,,CG95297,CG,,20.00%,,6,,,
STPLS,,,DNV Food Products,,95283,DNV Methi 100 g,,,,,,,,,,,,,,,,,,,CG95283,CG,,12.00%,,3.12,,,
STPLS,,,DNV Food Products,,95263,DNV Yellow Mustard Seed 100 g,,,,,,,,,,,,,,,,,,,CG95263,CG,,10.00%,,2.7,,,
STPLS,,,DNV Food Products,,86207,Dnv Kalai Bori 100g,,,,,,,,,,,,,,,,,,,CG86207,CG,,12.00%,,5.4,,,
STPLS,,,DNV Food Products,,86208,Dnv Musur Bori 100g,,,,,,,,,,,,,,,,,,,CG86208,CG,,12.00%,,4.8,,,
STPLS,,,DNV Food Products,,95286,DNV Ginger Garlic Paste 100 g,,,,,,,,,,,,,,,,,,,CG95286,CG,,30.00%,,6.9,,,
STPLS,,,DNV Food Products,,101532,Garlic Paste 100g,,,,,,,,,,,,,,,,,,,CG101532,CG,,30.00%,,6.9,,,
STPLS,,,DNV Food Products,,101504,Ginger Paste 100g,,,,,,,,,,,,,,,,,,,CG101504,CG,,25.00%,,5.75,,,
STPLS,,,Bhadreswar Rice Mill,,95786,Lalbaba Superior Banskathi Rice 5 Kg,,,,,,,,,,,,,,,,,,,CG95786,CG,,,6,6,6,,
STPLS,,,Bhadreswar Rice Mill,,95789,Lalbaba Superior Miniket Rice 10 Kg,,,,,,,,,,,,,,,,,,,CG95789,CG,,,12,12,12,,
STPLS,,,Bhadreswar Rice Mill,,95794,Lalbaba Gobindo Bhog Rice 1 Kg,,,,,,,,,,,,,,,,,,,CG95794,CG,,,10,10,10,,
STPLS,,,Bhadreswar Rice Mill,,95790,Lalbaba Superior Banskathi Rice 10 Kg,,,,,,,,,,,,,,,,,,,CG95790,CG,,,10,10,10,,
STPLS,,,Bhadreswar Rice Mill,,74191,Lalbaba Premium Miniket Rice | 26 Kgs | Pack of 1,,,,,,,,,,,,,,,,,,,CG74191,CG,,,13,13,13,,
STPLS,,,Bhadreswar Rice Mill,,,Lalbaba Bhadreswar Swarna Boiled Rice 26Kg,,,,,,,,,,,,,,,,,,,"CG1,04,362",CG,,,13,13,13,,
STPLS,,,Bhadreswar Rice Mill,,,Lalbaba Bhadreswar Ratna Rice 10Kg,,,,,,,,,,,,,,,,,,,"CG1,04,363",CG,,,12,12,12,,
STPLS,,,Bhadreswar Rice Mill,,,Lalbaba Jeerakathi Rice 5 Kg,,,,,,,,,,,,,,,,,,,"CG1,04,365",CG,,,6,6,6,,
STPLS,,,Bhadreswar Rice Mill,,,Lalbaba Bhadreswar Miniket Rice 26Kg,,,,,,,,,,,,,,,,,,,"CG1,04,364",CG,,,13,13,13,,
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,76735,Organic Peanuts 500g,,,,,,,,,,,,,,,,,,,CG76735,CG,185,4.60%,,,8.51,138.749,130.239
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,27270,Organic Brown Sugar 500g,,,,,,,,,,,,,,,,,,,CG27270,CG,90,9.00%,,,8.1,67.496,59.396
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,43034,Organic Moong Dal Yellow Split 500g,,,,,,,,,,,,,,,,,,,CG43034,CG,155,9.00%,,,13.95,116.251,102.301
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,77976,Organic Kala Chana 500g,,,,,,,,,,,,,,,,,,,CG77976,CG,120,9.00%,,,10.8,90.004,79.204
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70384,Organic Arhar (Tur) Dal 500g,,,,,,,,,,,,,,,,,,,CG70384,CG,135,3.95%,,,5.3325,101.248,95.9155
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,78693,Organic Arhar (Tur) Dal 1kg,,,,,,,,,,,,,,,,,,,CG78693,CG,365,6.56%,,,23.944,273.751,249.807
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,81654,Organic Mustard Oil 1litre,,,,,,,,,,,,,,,,,,,CG81654,CG,349,12.21%,,,42.6129,261.749,219.1361
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,71025,Organic Whole Wheat Flour (Chakki Atta) 5kg,,,,,,,,,,,,,,,,,,,CG71025,CG,399,9.06%,,,36.1494,299.25,263.1006
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70388,Organic Mix Dal 500g,,,,,,,,,,,,,,,,,,,CG70388,CG,155,12.00%,,,18.6,116.251,97.651
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70602,Organic Jaggery Powder 500g,,,,,,,,,,,,,,,,,,,CG70602,CG,90,12.00%,,,10.8,67.496,56.696
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70525,Organic Black Pepper Whole 100g,,,,,,,,,,,,,,,,,,,CG70525,CG,235,12.00%,,,28.2,176.251,148.051
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,27334,Organic Sonamasuri Brown Rice 1kg,,,,,,,,,,,,,,,,,,,CG27334,CG,130,12.00%,,,15.6,97.501,81.901
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,28709,Organic Ragi Flour 500g,,,,,,,,,,,,,,,,,,,CG28709,CG,95,12.00%,,,11.4,71.253,59.853
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,27223,Organic Jowar Flour 500g,,,,,,,,,,,,,,,,,,,CG27223,CG,80,12.00%,,,9.6,59.999,50.399
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70328,Organic Bajra Flour 500g,,,,,,,,,,,,,,,,,,,CG70328,CG,75,12.00%,,,9,56.252,47.252
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70387,Organic Kabuli Chana 500g,,,,,,,,,,,,,,,,,,,CG70387,CG,170,12.00%,,,20.4,127.496,107.096
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,80142,Organic Cumin Whole 100g,,,,,,,,,,,,,,,,,,,CG80142,CG,85,12.00%,,,10.2,63.749,53.549
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70593,Organic Poha 500g,,,,,,,,,,,,,,,,,,,CG70593,CG,89,12.00%,,,10.68,66.749,56.069
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70329,Organic Multigrain Flour 1kg,,,,,,,,,,,,,,,,,,,CG70329,CG,125,12.00%,,,15,93.751,78.751
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70603,Organic Sugar 500g,,,,,,,,,,,,,,,,,,,CG70603,CG,85,12.00%,,,10.2,63.749,53.549
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70383,Organic Masoor Malka Whole 500g,,,,,,,,,,,,,,,,,,,CG70383,CG,145,12.00%,,,17.4,108.754,91.354
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,101747,Natural Tattva A2 Cow Ghee 500 Ml(450G),,,,,,,,,,,,,,,,,,,CG101747,CG,1099,12.00%,,,131.88,824.249,692.369
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,43036,Organic Rajma Chitra 500g,,,,,,,,,,,,,,,,,,,CG43036,CG,180,12.00%,,,21.6,135.001,113.401
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70385,Organic Chana Dal 500g,,,,,,,,,,,,,,,,,,,CG70385,CG,120,12.00%,,,14.4,90.004,75.604
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,27447,Organic Quinoa 500g,,,,,,,,,,,,,,,,,,,CG27447,CG,290,12.00%,,,34.8,217.499,182.699
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,71094,Organic Foxtail Millet 500g,,,,,,,,,,,,,,,,,,,CG71094,CG,145,12.00%,,,17.4,108.754,91.354
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70389,Organic Suji 500g,,,,,,,,,,,,,,,,,,,CG70389,CG,75,12.00%,,,9,56.252,47.252
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,80718,Organic Cinnamon 50g,,,,,,,,,,,,,,,,,,,CG80718,CG,,12.00%,,,,,
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,80141,Organic Black Mustard 100g,,,,,,,,,,,,,,,,,,,CG80141,CG,,12.00%,,,,,
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,91392,Organic Sonamasuri Raw Rice (white) 1kg,,,,,,,,,,,,,,,,,,,CG91392,CG,,12.00%,,,,,
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,43033,NATURAL TATTVA Black Salt 500g,,,,,,,,,,,,,,,,,,,CG43033,CG,,12.00%,,,,,
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,81653,Organic Sunflower Oil 1litre,,,,,,,,,,,,,,,,,,,CG81653,CG,599,12.00%,,,71.88,449.253,377.373
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,77983,Organic Rice Flour 500g,,,,,,,,,,,,,,,,,,,CG77983,CG,,12.00%,,,,,
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70566,Organic Groundnut Oil 1litre,,,,,,,,,,,,,,,,,,,CG70566,CG,,12.00%,,,,,
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,77977,Organic Maize Flour (Makka Atta) 500g,,,,,,,,,,,,,,,,,,,CG77977,CG,,12.00%,,,,,
STPLS,,,Mehrotra Consumer Products Pvt. Ltd,,70567,Organic Sesame Oil 1litre,,,,,,,,,,,,,,,,,,,CG70567,CG,,12.00%,,,,,
STPLS,,,Ruchi Soya Industries,,8337,Nutrela Soya Mini Chunk 200g,,,,,,,,,,,,,,,,,,,CG8337,CG,47,5.00%,,2.35,2.35,37,34.65
STPLS,,,Ruchi Soya Industries,,3246,Nutrela Soya Chunks 200g,,,,,,,,,,,,,,,,,,,CG3246,CG,,5.00%,,2.35,,,
STPLS,,,Pravin Masalewale,,11332,Suhana Mutter Paneer Mix 50g,,,,,,,,,,,,,,,,,,,CG11332,CG,45,7.00%,,,3.15,33.749,30.599
STPLS,,,Pravin Masalewale,,13263,Suhana Shahi Paneer Mix 50g,,,,,,,,,,,,,,,,,,,CG13263,CG,45,7.00%,,,3.15,33.749,30.599
STPLS,,,Pravin Masalewale,,13262,Suhana Veg Biryani Mix 50g,,,,,,,,,,,,,,,,,,,CG13262,CG,45,7.00%,,,3.15,33.749,30.599
STPLS,,,Pravin Masalewale,,67581,Suhana Chicken Tandoori Mix 100g,,,,,,,,,,,,,,,,,,,CG67581,CG,,7.00%,,,,,
STPLS,,,Pravin Masalewale,,3316,Suhana Butter Chicken Mix 50g,,,,,,,,,,,,,,,,,,,CG3316,CG,45,7.00%,,,3.15,33.749,30.599
STPLS,,,Pravin Masalewale,,2566,Suhana Chicken Biryani Mix 50g,,,,,,,,,,,,,,,,,,,CG2566,CG,45,7.00%,,,3.15,33.749,30.599
STPLS,,,Pravin Masalewale,,3317,Suhana Chicken Gravy Mix 80g,,,,,,,,,,,,,,,,,,,CG3317,CG,50,7.00%,,,3.5,37.5,34
STPLS,,,Pravin Masalewale,,11330,Suhana Mutton Gravy Mix 80g,,,,,,,,,,,,,,,,,,,CG11330,CG,50,7.00%,,,3.5,37.5,34
STPLS,,,Pravin Masalewale,,11329,Suhana Mutton Briyani Mix 50g,,,,,,,,,,,,,,,,,,,CG11329,CG,,7.00%,,,,,
STPLS,,,Pravin Masalewale,,69672,Suhana Rajma Masala Spice Mix 50g,,,,,,,,,,,,,,,,,,,CG69672,CG,,7.00%,,,,,
STPLS,,,Pravin Masalewale,,3318,Suhana Dal Makhani Mix 50g,,,,,,,,,,,,,,,,,,,CG3318,CG,,7.00%,,,,,
STPLS,,,Pravin Masalewale,,3319,Suhana Paneer Butter Masala Mix 50g,,,,,,,,,,,,,,,,,,,CG3319,CG,45,7.00%,,,3.15,33.749,30.599
STPLS,,,Agro Tech Foods,,14690,SUNDROP HEART OIL 1 LTR,,,,,,,,,,,,,,,,,,,CG14690,CG,,,5,5,5,,
STPLS,,,Agro Tech Foods,,2696,SUNDROP SUPERLITE ADV RFND SF OIL 1 LTR,,,,,,,,,,,,,,,,,,,CG2696,CG,,,5,5,5,,
STPLS,,,Agro Tech Foods,,18420,Sundrop Superlite Advanced Oil Sunflower 3 Ltr,,,,,,,,,,,,,,,,,,,CG18420,CG,,,20,20,20,,
STPLS,,,Adret Retail Pvt Ltd,,104080,Kapiva A2 Desi Ghee | 500ml | Pack of 1,,,,,,,,,,,,,,,,,,,CG104080,CG,1405,30.00%,,,421.5,1011.601,590.101
STPLS,,,Adret Retail Pvt Ltd,,74017,Kapiva Kerala Virgin Coconut Oil 250ml,,,,,,,,,,,,,,,,,,,CG74017,CG,279,18.00%,,,50.22,200.876,150.656
STPLS,,,Adret Retail Pvt Ltd,,81801,Kapiva Pure Food Organic Cow Ghee - 500ml,,,,,,,,,,,,,,,,,,,CG81801,CG,749,30.00%,,,224.7,539.28,314.58
STPLS,,,Adret Retail Pvt Ltd,,104079,Kapiva Pure Foods Organic Cow Ghee | 1L | Pack of 1,,,,,,,,,,,,,,,,,,,CG104079,CG,1499,30.00%,,,449.7,1011.601,561.901
STPLS,,,DS Spiceco,,3256,Catch Ginger Garlic Paste Pouch 200g,,,,,,,,,,,,,,,,,,,CG3256,CG,,28.00%,,14,,,
STPLS,,,Ganesh Products Pvt Ltd,,18143,Ganesh Whole Wheat Chakki Atta 5 Kg,,,,,,,,,,,,,,,,,,,CG18143,CG,,,15,,15,,
STPLS,,,Ganesh Products Pvt Ltd,,27729,Ganesh Whole Wheat Chakki Atta 1 kg,,,,,,,,,,,,,,,,,,,CG27729,CG,,,3,,3,,
STPLS,,,Ganesh Products Pvt Ltd,,42934,Ganesh Chana Besan 500g,,,,,,,,,,,,,,,,,,,CG42934,CG,,,3.5,,3.5,,
STPLS,,,Ganesh Products Pvt Ltd,,17487,Ganesh Maida 1 Kg,,,,,,,,,,,,,,,,,,,CG17487,CG,,,2,,2,,
STPLS,,,Ganesh Products Pvt Ltd,,13314,Ganesh Maida 500g,,,,,,,,,,,,,,,,,,,CG13314,CG,,,1,,1,,
STPLS,,,Ganesh Products Pvt Ltd,,22383,Ganesh Chana Sattu 200g,,,,,,,,,,,,,,,,,,,CG22383,CG,,,3,,3,,
STPLS,,,Ganesh Products Pvt Ltd,,23482,Ganesh Chana Sattu 500g,,,,,,,,,,,,,,,,,,,CG23482,CG,,,7.5,,7.5,,
STPLS,,,Ganesh Products Pvt Ltd,,13302,Ganesh Sooji 500g,,,,,,,,,,,,,,,,,,,CG13302,CG,,,1,,1,,
STPLS,,,Tata consumer products,,3206,Smith & Jones Ginger Garlic Paste | 20g | Pack of 1,,,,,,,,,,,,,,,,,,,CG3206,CG,5,10.00%,,,0.5,3.974,3.474
STPLS,,,Tata consumer products,,3205,Smith & Jones Ginger Garlic Paste 200g,,,,,,,,,,,,,,,,,,,CG3205,CG,47,35.00%,,,16.45,37.359,20.909
STPLS,,,Tata consumer products,,3207,Smith & Jones Mutter Paneer Masala Mix 20g,,,,,,,,,,,,,,,,,,,CG3207,CG,10,,2,,2,7.95,5.95
STPLS,,,Tata consumer products,,3208,Smith & Jones Pasta Masala 9g 12N,,,,,,,,,,,,,,,,,,,CG3208,CG,70,,1,,1,55.649,54.649
STPLS,,,Tata consumer products,,3209,Smith & Jones Sahi Paneer Masala Mix 20g,,,,,,,,,,,,,,,,,,,CG3209,CG,10,,2,,2,7.95,5.95
